state,city,avg_numproviders,median_numproviders,None of the above / Not working for pay,I continue to commute to work,Used to work from home and still do,"Used to commute, now work from home",I have recently been furloughed or laid-off,"Used to work from home, but now I commute",place_2000_pop
IL,Morris,7.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,11928
IL,Morton,,,1.0,3.0,2.0,2.0,0.0,0.0,
IL,Normal,,,2.0,0.0,1.0,2.0,0.0,0.0,
IL,O'Fallon,9.0,9.0,1.0,1.0,1.0,2.0,0.0,0.0,21910
IL,Oak Park,,,4.0,0.0,3.0,3.0,1.0,0.0,
IL,Ottawa,11.0,11.0,2.0,2.0,0.0,1.0,0.0,0.0,18307
IL,Palatine,,,2.0,1.0,0.0,4.0,1.0,0.0,
IL,Pekin,11.5,11.5,0.0,5.0,1.0,1.0,0.0,0.0,338570
IL,Peoria,12.0,12.0,12.0,5.0,1.0,10.0,1.0,0.0,112936
IL,Quincy,7.0,7.0,4.0,4.0,1.0,2.0,0.0,0.0,40366
IL,Rock Island,7.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,39684
IL,Rockford,6.0,6.0,4.0,4.0,1.0,4.0,0.0,0.0,150115
IL,Savoy,,,2.0,1.0,1.0,2.0,0.0,0.0,
IL,Schaumburg,,,2.0,2.0,0.0,1.0,1.0,0.0,
IL,South Elgin,,,3.0,2.0,1.0,0.0,0.0,0.0,
IL,Springfield,9.0,9.0,6.0,3.0,1.0,10.0,4.0,1.0,111454
IL,St. Charles,6.5,6.5,1.0,1.0,1.0,4.0,0.0,0.0,27727169
IL,Sterling,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,15451
IL,Sycamore,8.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,12020
IL,Urbana,9.0,9.0,5.0,2.0,0.0,4.0,0.0,0.0,36395
IL,Washington,11.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,10841
IL,Waterloo,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,7614
IL,Waukegan,7.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,87901
IL,Woodstock,6.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,20151
IN,Avon,,,4.0,1.0,0.0,1.0,0.0,0.0,
IN,Bloomington,5.0,5.0,7.0,3.0,1.0,3.0,0.0,0.0,69291
IN,Carmel,15.0,15.0,3.0,4.0,2.0,7.0,0.0,0.0,37733
IN,Crawfordsville,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,15243
IN,Crown Point,7.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,19806
IN,Elkhart,10.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,51874
IN,Evansville,6.0,6.0,5.0,4.0,1.0,1.0,0.0,0.0,121582
IN,Fishers,,,4.0,0.0,0.0,6.0,0.0,0.0,
IN,Fort Wayne,6.0,6.0,9.0,3.0,0.0,4.0,1.0,0.0,205727
IN,Gary,7.0,7.0,4.0,0.0,1.0,1.0,1.0,0.0,102746
IN,Goshen,10.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,29383
IN,Granger,,,5.0,1.0,1.0,2.0,4.0,0.0,
IN,Greenwood,8.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,36037
IN,Hammond,7.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,83048
IN,Indianapolis,,,40.0,17.0,7.0,22.0,7.0,2.0,
IN,La Porte,6.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,21621
IN,Lafayette,12.0,12.0,6.0,3.0,0.0,1.0,2.0,0.0,56397
IN,Merrillville,,,4.0,0.0,0.0,1.0,1.0,0.0,
IN,Michigan City,6.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,32900
IN,Mishawaka,6.0,6.0,4.0,3.0,0.0,2.0,4.0,0.0,46557
IN,Noblesville,15.0,15.0,3.0,1.0,0.0,0.0,1.0,0.0,28590
IN,Portage,6.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,33496
IN,Richmond,9.0,9.0,3.0,0.0,1.0,1.0,2.0,0.0,39124
IN,Schererville,,,6.0,1.0,1.0,3.0,2.0,0.0,
IN,South Bend,6.0,6.0,9.0,4.0,1.0,9.0,1.0,0.0,107789
IN,Terre Haute,5.0,5.0,6.0,2.0,1.0,2.0,1.0,0.0,59614
IN,Valparaiso,6.0,6.0,7.0,1.0,0.0,4.0,2.0,0.0,27428
IN,West Lafayette,12.0,12.0,3.0,2.0,0.0,1.0,0.0,1.0,28778
IN,Westfield,,,2.0,0.0,3.0,3.0,0.0,0.0,
KS,KCMO,,,5.0,2.0,0.0,1.0,2.0,0.0,
KS,Lawrence,6.0,6.0,7.0,0.0,0.0,3.0,3.0,0.0,80098
KS,Leawood,14.0,14.0,2.0,1.0,1.0,0.0,1.0,0.0,27656
KS,Manhattan,10.5,10.5,1.0,2.0,1.0,1.0,0.0,0.0,448283
KS,Olathe,14.0,14.0,2.0,0.0,2.0,1.0,0.0,0.0,92962
KS,Overland Park,14.0,14.0,7.0,4.0,2.0,6.0,1.0,1.0,149080
KS,Salina,8.0,8.0,3.0,2.0,0.0,1.0,0.0,0.0,45679
KS,Topeka,8.0,8.0,5.0,1.0,1.0,2.0,1.0,0.0,122377
KS,Wichita,12.0,12.0,13.0,3.0,0.0,3.0,4.0,1.0,344284
KY,Bowling Green,9.0,9.0,6.0,1.0,3.0,0.0,0.0,0.0,49296
KY,Danville,4.0,4.0,8.0,1.0,1.0,1.0,0.0,0.0,15477
KY,Frankfort,5.0,5.0,7.0,2.0,0.0,4.0,1.0,0.0,27741
KY,Lexington,,,11.0,8.0,3.0,3.0,1.0,0.0,
KY,Louisville,9.0,9.0,19.0,10.0,5.0,8.0,3.0,0.0,256231
KY,Mount Sterling,3.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,5876
KY,Radcliff,8.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,21961
KY,Winchester,5.0,5.0,17.0,5.0,0.0,2.0,2.0,1.0,16724
LA,Baton Rouge,10.0,10.0,6.0,2.0,3.0,4.0,2.0,0.0,227818
LA,Bogalusa,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,13365
LA,Covington,8.0,8.0,1.0,0.0,3.0,0.0,1.0,0.0,8483
LA,Ferriday,,,3.0,2.0,0.0,1.0,0.0,0.0,
LA,Hammond,9.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,17639
LA,LaPlace,,,7.0,2.0,0.0,1.0,1.0,0.0,
LA,Lafayette,11.0,11.0,5.0,2.0,1.0,3.0,0.0,0.0,110257
LA,Mandeville,8.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,10489
LA,Metairie,,,3.0,0.0,0.0,2.0,0.0,0.0,
LA,Monroe,7.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,53107
LA,New Orleans,7.0,7.0,37.0,14.0,5.0,16.0,2.0,3.0,484674
LA,Prairieville,,,2.0,1.0,1.0,2.0,0.0,0.0,
LA,Reserve,,,1.0,3.0,0.0,1.0,0.0,0.0,
LA,Shreveport,5.5,5.5,1.0,1.0,2.0,1.0,1.0,0.0,199411734
LA,Slidell,8.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,25695
LA,Sun,,,5.0,0.0,0.0,0.0,0.0,0.0,
MA,Acton,,,2.0,0.0,0.0,2.0,1.0,0.0,
MA,Beverly,3.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,39862
MA,Boston,6.0,6.0,13.0,2.0,6.0,9.0,1.0,1.0,589141
MA,Cambridge,6.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,101355
MA,Fall River,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,91938
MA,Newton,6.0,6.0,2.0,0.0,0.0,2.0,1.0,2.0,83829
MA,Plymouth,,,2.0,1.0,1.0,2.0,0.0,0.0,
MA,Somerville,6.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,77478
MA,Springfield,7.0,7.0,1.0,1.0,0.0,2.0,1.0,0.0,152082
MA,Taunton,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,55976
MA,Woburn,6.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,37258
MD,Baltimore,5.0,5.0,8.0,2.0,4.0,5.0,2.0,2.0,651154
MD,Bethesda,,,2.0,0.0,1.0,3.0,0.0,1.0,
MD,Elkridge,,,1.0,1.0,1.0,2.0,0.0,0.0,
MD,Newark,,,1.0,2.0,0.0,1.0,1.0,0.0,
MD,Potomac,,,1.0,1.0,0.0,3.0,0.0,1.0,
MD,Washington,,,9.0,6.0,3.0,7.0,3.0,1.0,
ME,Auburn,10.0,10.0,1.0,1.0,1.0,3.0,0.0,0.0,23203
ME,Bangor,17.0,17.0,1.0,4.0,0.0,2.0,1.0,0.0,31473
ME,Biddeford,12.0,12.0,5.0,0.0,1.0,2.0,0.0,0.0,20942
ME,Brunswick,,,1.0,1.0,1.0,2.0,0.0,0.0,
ME,Falmouth,,,0.0,1.0,0.0,2.0,1.0,1.0,
ME,Lewiston,10.0,10.0,3.0,2.0,0.0,3.0,0.0,0.0,35690
ME,Portland,14.0,14.0,5.0,1.0,2.0,4.0,0.0,0.0,64249
ME,Westbrook,14.0,14.0,0.0,2.0,0.0,3.0,0.0,0.0,16142
ME,York,,,3.0,1.0,2.0,1.0,0.0,0.0,
MI,Alpena,3.0,3.0,11.0,1.0,0.0,2.0,3.0,0.0,11304
MI,Ann Arbor,8.0,8.0,2.0,7.0,1.0,1.0,2.0,0.0,114024
MI,Canton,,,3.0,1.0,0.0,2.0,0.0,0.0,
MI,Cassopolis,,,2.0,2.0,0.0,1.0,1.0,0.0,
MI,Clinton Township,,,4.0,0.0,0.0,1.0,0.0,0.0,
MI,Detroit,12.0,12.0,12.0,4.0,2.0,1.0,2.0,0.0,951270
MI,Dowagiac,6.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,6147
MI,East Lansing,10.5,10.5,3.0,0.0,3.0,3.0,2.0,0.0,4649134
MI,Escanaba,6.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,13140
MI,Forest Hills,,,1.0,2.0,1.0,3.0,0.0,0.0,
MI,Grand Rapids,15.0,15.0,11.0,5.0,0.0,6.0,3.0,0.0,197800
MI,Kalamazoo,12.0,12.0,2.0,2.0,0.0,1.0,0.0,0.0,77145
MI,Lansing,9.0,9.0,4.0,2.0,0.0,2.0,0.0,0.0,1143214807
MI,Livonia,12.0,12.0,3.0,0.0,0.0,0.0,2.0,0.0,100545
MI,Marquette,6.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,19661
MI,Meridian charter Township,,,2.0,0.0,2.0,1.0,0.0,0.0,
MI,Niles,6.0,6.0,8.0,0.0,0.0,1.0,1.0,1.0,121995
MI,Port Huron charter Township,,,5.0,0.0,1.0,0.0,0.0,0.0,
MI,Rochester Hills,10.0,10.0,2.0,1.0,0.0,2.0,0.0,0.0,68825
MI,Troy,10.0,10.0,10.0,8.0,2.0,4.0,2.0,1.0,80959
MI,Warren,6.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,138247
MI,Waterford Township,,,1.0,2.0,0.0,2.0,0.0,0.0,
MI,Wyoming,15.0,15.0,3.0,1.0,0.0,2.0,1.0,0.0,69368
MN,Albert Lea,12.0,12.0,4.0,7.0,1.0,0.0,0.0,0.0,18356
MN,Alexandria,9.0,9.0,0.0,3.0,0.0,1.0,0.0,1.0,8820
MN,Apple Valley,18.0,18.0,3.0,0.0,0.0,2.0,0.0,0.0,45527
MN,Austin,10.0,10.0,3.0,8.0,0.0,4.0,1.0,0.0,23314
MN,Duluth,14.0,14.0,3.0,1.0,0.0,4.0,3.0,0.0,86918
MN,Eden Prairie,15.0,15.0,5.0,1.0,0.0,1.0,0.0,0.0,54901
MN,Grand Rapids,12.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,7764
MN,Marshall,7.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,12735
MN,Minneapolis,15.0,15.0,57.0,53.0,10.0,25.0,10.0,1.0,382618
MN,Plymouth,15.0,15.0,3.0,0.0,0.0,2.0,0.0,0.0,65894
MN,Rochester,10.0,10.0,3.0,4.0,1.0,1.0,1.0,0.0,85806
MN,Saint Paul,,,8.0,4.0,0.0,4.0,0.0,0.0,
MN,St. Cloud,13.0,12.0,2.0,2.0,0.0,2.0,1.0,0.0,4673463915982
MN,Winona,7.0,7.0,4.0,4.0,0.0,2.0,0.0,0.0,27069
MO,Affton,,,2.0,1.0,0.0,3.0,0.0,0.0,
MO,Ballwin,9.0,9.0,7.0,2.0,1.0,3.0,1.0,0.0,31283
MO,Branson,4.5,4.5,3.0,0.0,1.0,1.0,2.0,0.0,60500
MO,Cape Girardeau,5.5,5.5,3.0,2.0,2.0,3.0,1.0,0.0,353490
MO,Chesterfield,9.0,9.0,3.0,0.0,3.0,6.0,3.0,1.0,46802
MO,Clayton,9.0,9.0,2.0,2.0,1.0,2.0,1.0,0.0,12825
MO,Columbia,10.0,10.0,7.0,3.0,4.0,19.0,1.0,0.0,84531
MO,Concord,,,1.0,2.0,0.0,2.0,0.0,0.0,
MO,Creve Coeur,9.0,9.0,1.0,2.0,0.0,3.0,0.0,1.0,16500
MO,Ellisville,9.0,9.0,1.0,0.0,1.0,2.0,1.0,0.0,9104
MO,Farmington,5.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,13924
MO,Florissant,9.0,9.0,7.0,1.0,2.0,0.0,1.0,0.0,50497
MO,Hazelwood,9.0,9.0,3.0,1.0,2.0,0.0,1.0,0.0,26206
MO,Independence,11.5,11.5,6.0,0.0,0.0,2.0,2.0,0.0,1132880
MO,Jefferson City,9.5,9.5,9.0,1.0,0.0,6.0,1.0,0.0,3961125
MO,KCMO,,,33.0,3.0,7.0,22.0,6.0,0.0,
MO,Kirksville,6.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,16988
MO,Kirkwood,9.0,9.0,3.0,0.0,1.0,5.0,0.0,0.0,27324
MO,Lee's Summit,11.5,11.5,3.0,0.0,1.0,5.0,1.0,0.0,695201180
MO,Manchester,9.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,19161
MO,Maryland Heights,9.0,9.0,2.0,0.0,0.0,4.0,0.0,0.0,25756
MO,Mehlville,,,3.0,0.0,0.0,2.0,1.0,0.0,
MO,O'Fallon,10.0,10.0,7.0,3.0,5.0,4.0,0.0,0.0,46169
MO,Oakville,,,2.0,1.0,0.0,2.0,0.0,0.0,
MO,Old Jamestown,,,1.0,1.0,0.0,2.0,1.0,0.0,
MO,Rolla,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,16367
MO,Saint Charles,,,5.0,3.0,2.0,3.0,0.0,0.0,
MO,Springfield,11.0,11.0,8.0,5.0,1.0,7.0,2.0,1.0,1515764
MO,St. Louis,5.0,5.0,67.0,53.0,15.0,50.0,6.0,4.0,348189
MO,St. Peters,10.0,10.0,6.0,4.0,4.0,4.0,0.0,0.0,51381
MO,University City,9.0,9.0,1.0,1.0,0.0,5.0,0.0,1.0,37428
MO,Valley Park,9.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,6518
MO,Warrensburg,6.0,6.0,2.0,0.0,1.0,1.0,1.0,0.0,16340
MO,Webster Groves,9.0,9.0,0.0,3.0,0.0,5.0,0.0,0.0,23230
MO,Wentzville,10.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,6896
MO,Wildwood,9.0,9.0,4.0,1.0,1.0,4.0,0.0,1.0,32884
MS,Batesville,4.0,4.0,5.0,7.0,0.0,6.0,1.0,0.0,7113
MS,Biloxi,5.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,50644
MS,Brandon,7.0,7.0,5.0,0.0,0.0,2.0,1.0,0.0,16436
MS,Brookhaven,5.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,9861
MS,Carriere,,,4.0,3.0,1.0,1.0,0.0,0.0,
MS,Cleveland,9.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,13841
MS,Columbus,7.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,25944
MS,Flowood,7.0,7.0,3.0,2.0,1.0,3.0,0.0,0.0,4750
MS,Gulfport,5.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,71127
MS,Hattiesburg,6.5,6.5,3.0,2.0,0.0,2.0,0.0,0.0,424752304
MS,Jackson,6.666666666666667,7.0,33.0,28.0,6.0,9.0,9.0,2.0,1837235330
MS,Natchez,6.0,6.0,9.0,3.0,1.0,0.0,1.0,0.0,18464
MS,Oxford,6.0,6.0,9.0,2.0,0.0,5.0,3.0,0.0,11756
MS,Picayune,7.0,7.0,16.0,6.0,0.0,1.0,3.0,2.0,10535
MS,Tupelo,7.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,34211
MS,Vicksburg,8.0,8.0,10.0,3.0,2.0,2.0,2.0,2.0,26407
MT,Billings,8.0,8.0,9.0,3.0,1.0,5.0,0.0,1.0,89847
MT,Bozeman,7.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,27509
MT,Butte,,,3.0,3.0,1.0,3.0,0.0,0.0,
MT,Great Falls,6.0,6.0,4.0,5.0,2.0,2.0,0.0,0.0,56690
MT,Havre,4.0,4.0,6.0,2.0,0.0,2.0,0.0,0.0,9621
MT,Helena,7.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,25780
MT,Laurel,8.0,8.0,2.0,1.0,0.0,0.0,2.0,0.0,6255
MT,Missoula,5.0,5.0,5.0,8.0,0.0,3.0,1.0,0.0,57053
NC,Ahoskie,,,6.0,2.0,0.0,1.0,0.0,0.0,
NC,Asheboro,8.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,21672
NC,Cary,,,2.0,0.0,1.0,6.0,0.0,0.0,
NC,Charlotte,12.0,12.0,27.0,23.0,6.0,15.0,6.0,2.0,540828
NC,Clemmons,,,4.0,1.0,1.0,4.0,0.0,0.0,
NC,Concord,8.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,55977
NC,Dunn,5.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,9196
NC,Durham,7.666666666666667,7.0,8.0,3.0,5.0,10.0,1.0,0.0,186996390
NC,Eden,3.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,15908
NC,Fayetteville,6.0,6.0,6.0,3.0,0.0,4.0,1.0,0.0,121015
NC,Greensboro,11.0,11.0,21.0,12.0,2.0,17.0,7.0,0.0,223891
NC,Greenville,4.0,4.0,10.0,9.0,2.0,8.0,2.0,0.0,60476
NC,Hickory,5.0,5.0,8.0,5.0,0.0,2.0,2.0,0.0,371456314
NC,High Point,9.75,10.0,11.0,5.0,2.0,4.0,1.0,0.0,846561163146
NC,Jacksonville,2.0,2.0,4.0,5.0,1.0,0.0,1.0,0.0,66715
NC,Kannapolis,7.5,7.5,6.0,2.0,1.0,3.0,0.0,0.0,278909020
NC,Kernersville,,,1.0,2.0,0.0,3.0,0.0,0.0,
NC,Landis,,,3.0,3.0,2.0,1.0,0.0,0.0,
NC,Lewisville,,,2.0,1.0,0.0,2.0,0.0,0.0,
NC,Lexington,10.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,19953
NC,Marion,5.0,5.0,7.0,1.0,0.0,2.0,1.0,0.0,4943
NC,Mebane,6.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,6609675
NC,Mooresville,,,3.0,1.0,2.0,2.0,0.0,0.0,
NC,Morganton,7.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,17310
NC,Newton,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,12560
NC,Oak Ridge,,,1.0,1.0,2.0,2.0,0.0,0.0,
NC,Raleigh,8.5,8.5,53.0,45.0,5.0,19.0,6.0,2.0,2760930
NC,Reidsville,3.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,14485
NC,River Road,,,4.0,3.0,0.0,2.0,0.0,0.0,
NC,Roxboro,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,8696
NC,Salisbury,7.0,7.0,25.0,12.0,1.0,3.0,3.0,0.0,26462
NC,Statesville,8.0,8.0,12.0,10.0,0.0,0.0,1.0,0.0,23320
NC,Thomasville,9.0,9.0,6.0,2.0,0.0,0.0,1.0,0.0,197880
NC,Washington,5.0,5.0,7.0,3.0,0.0,1.0,1.0,0.0,9583
NC,Wilmington,3.0,3.0,7.0,2.0,1.0,2.0,1.0,0.0,75838
NC,Wilson,4.0,4.0,11.0,14.0,4.0,5.0,3.0,0.0,44405
NC,Winston,,,27.0,9.0,1.0,8.0,4.0,0.0,
ND,Bismarck,5.0,5.0,5.0,8.0,0.0,5.0,0.0,0.0,55532
ND,Fargo,11.0,11.0,5.0,6.0,1.0,2.0,1.0,0.0,90599
ND,Minot,5.0,5.0,3.0,5.0,2.0,3.0,4.0,0.0,36567
ND,Williston,5.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,12512
NE,Cozad,12.0,12.0,4.0,1.0,0.0,1.0,0.0,0.0,4163
NE,Fremont,9.0,9.0,4.0,4.0,1.0,0.0,1.0,0.0,25174
NE,Grand Island,8.0,8.0,3.0,6.0,0.0,1.0,1.0,0.0,42940
NE,Hastings,7.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,24064
NE,Kearney,7.0,7.0,3.0,5.0,0.0,1.0,0.0,0.0,27431
NE,Lincoln,7.0,7.0,8.0,15.0,0.0,10.0,6.0,1.0,225581
NE,Norfolk,6.0,6.0,7.0,5.0,0.0,2.0,1.0,0.0,23516
NE,North Platte,9.0,9.0,0.0,5.0,0.0,0.0,1.0,0.0,23878
NE,Omaha,7.0,7.0,35.0,22.0,6.0,21.0,3.0,0.0,390007
NE,Scottsbluff,5.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,14732
NE,York,6.0,6.0,1.0,6.0,1.0,2.0,1.0,0.0,8081
NJ,Atlantic City,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,40517
NJ,Brick Township,,,4.0,1.0,0.0,0.0,0.0,0.0,
NJ,Cherry Hill,,,3.0,1.0,1.0,1.0,0.0,0.0,
NJ,Clifton,7.0,7.0,6.0,1.0,0.0,4.0,1.0,0.0,78672
NJ,Deptford Township,,,1.0,2.0,0.0,1.0,1.0,0.0,
NJ,East Brunswick,,,2.0,0.0,0.0,2.0,1.0,0.0,
NJ,Edison,,,2.0,0.0,0.0,2.0,1.0,0.0,
NJ,Egg Harbor Township,,,4.0,2.0,0.0,2.0,1.0,0.0,
NJ,Fair Lawn,,,3.0,2.0,0.0,1.0,0.0,0.0,
NJ,Franklin Township,,,3.0,1.0,0.0,0.0,0.0,1.0,
NJ,Galloway,,,3.0,0.0,1.0,3.0,1.0,0.0,
NJ,Hamilton Township,,,5.0,4.0,2.0,4.0,1.0,0.0,
NJ,Jersey City,6.0,6.0,2.0,1.0,2.0,6.0,0.0,0.0,240055
NJ,Lakewood Township,,,2.0,1.0,0.0,2.0,0.0,0.0,
NJ,Little Egg Harbor Township,,,2.0,1.0,1.0,2.0,1.0,0.0,
NJ,Monroe Township,,,1.0,1.0,1.0,2.0,0.0,0.0,
NJ,Newark,4.0,4.0,6.0,1.0,1.0,4.0,1.0,0.0,273546
NJ,Parsippany,,,3.0,2.0,0.0,1.0,0.0,0.0,
NJ,Princeton,,,1.0,0.0,2.0,1.0,1.0,0.0,
NJ,Roxbury Township,,,3.0,1.0,0.0,0.0,1.0,0.0,
NJ,Secaucus,,,3.0,0.0,2.0,2.0,0.0,0.0,
NJ,Somers Point,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,11614
NJ,Stafford Township,,,5.0,0.0,1.0,1.0,0.0,0.0,
NJ,Toms River,,,4.0,0.0,0.0,1.0,3.0,0.0,
NJ,Vineland,2.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,56271
NJ,Washington Township,,,3.0,0.0,0.0,2.0,3.0,0.0,
NM,Albuquerque,10.0,10.0,58.0,19.0,10.0,35.0,5.0,5.0,448607
NM,Belen,5.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,6901
NM,Clovis,6.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,32667
NM,Las Cruces,6.0,6.0,11.0,6.0,1.0,8.0,1.0,1.0,74267
NM,Los Alamos,,,3.0,0.0,1.0,1.0,0.0,0.0,
NM,Rio Rancho,8.0,8.0,6.0,1.0,3.0,4.0,1.0,0.0,517650
NM,Roswell,10.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,45293
NM,Santa Fe,8.0,8.0,12.0,4.0,3.0,6.0,3.0,0.0,62203
NV,Carson City,,,14.0,4.0,0.0,5.0,1.0,0.0,
NV,Dayton,,,3.0,3.0,0.0,0.0,0.0,0.0,
NV,Elko,6.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,16708
NV,Gardnerville Ranchos,,,6.0,4.0,1.0,0.0,1.0,0.0,
NV,Incline Village,,,5.0,1.0,3.0,1.0,1.0,0.0,
NV,Johnson Lane,,,5.0,0.0,0.0,0.0,0.0,0.0,
NV,Kingsbury,,,2.0,0.0,1.0,1.0,1.0,0.0,
NV,Las Vegas,10.0,10.0,6.0,0.0,0.0,1.0,1.0,0.0,478434
NV,Paradise,,,2.0,0.0,1.0,0.0,2.0,0.0,
NV,Reno,5.0,5.0,15.0,17.0,7.0,8.0,2.0,1.0,180480
NV,Sparks,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,66346
NY,Albany,8.0,8.0,1.0,2.0,0.0,6.0,0.0,0.0,95658
NY,Auburn,6.0,6.0,11.0,6.0,2.0,3.0,0.0,1.0,28574
NY,Ballston,,,2.0,0.0,0.0,3.0,1.0,0.0,
NY,Buffalo,7.0,7.0,4.0,2.0,1.0,1.0,0.0,0.0,292648
NY,Cheektowaga,,,1.0,2.0,0.0,2.0,0.0,0.0,
NY,Dansville,,,1.0,3.0,0.0,1.0,0.0,0.0,
NY,Fredonia,,,3.0,1.0,0.0,1.0,1.0,0.0,
NY,Getzville,,,1.0,1.0,0.0,3.0,1.0,0.0,
NY,Irondequoit,,,2.0,0.0,0.0,3.0,0.0,0.0,
NY,Jamestown,10.0,10.0,7.0,1.0,1.0,1.0,1.0,0.0,31730
NY,Lake Placid,,,2.0,1.0,0.0,2.0,0.0,0.0,
NY,Massena,,,2.0,1.0,0.0,3.0,0.0,0.0,
NY,New Paltz,,,2.0,1.0,0.0,2.0,0.0,0.0,
NY,New York,7.4,7.0,109.0,37.0,19.0,100.0,23.0,4.0,2465326222937915371951332650443728
NY,Queensbury,,,2.0,4.0,0.0,0.0,1.0,0.0,
NY,Rochester,9.0,9.0,5.0,1.0,0.0,4.0,1.0,0.0,219773
NY,Saranac Lake,,,3.0,1.0,0.0,1.0,1.0,0.0,
NY,Saratoga Springs,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,26186
NY,Schenectady,6.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,61821
NY,Syracuse,6.0,6.0,1.0,2.0,0.0,3.0,1.0,0.0,147306
NY,Watertown,6.0,6.0,6.0,0.0,1.0,2.0,0.0,0.0,26705
OH,Akron,11.0,11.0,4.0,4.0,0.0,2.0,0.0,0.0,217074
OH,Ashville,,,4.0,0.0,0.0,0.0,1.0,0.0,
OH,Athens,8.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,21342
OH,Beckett Ridge,,,1.0,4.0,2.0,1.0,0.0,0.0,
OH,Boardman,,,7.0,0.0,1.0,1.0,1.0,0.0,
OH,Canton,7.0,7.0,2.0,1.0,0.0,5.0,0.0,0.0,80806
OH,Centerville,7.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,23024
